compound,auid,aurl,aurl_http,spacegroup_relax,Pearson_symbol_relax,species
C4,aflow:b2b10ea48871fb5f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/317,67.0,oS4,['C']
C2,aflow:b34bdd40d7b21d1a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/117,194.0,hP2,['C']
C2,aflow:b329159e6dfc57a4,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/A7.A,227.0,cF8,['C']
C2,aflow:b3a0bdb1f89a2d9b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTl_d/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTl_d/305,227.0,cF8,['C']
C2,aflow:b3f4da06151b90af,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/h1,194.0,hP2,['C']
C2,aflow:b31adca9c1e36963,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/306,227.0,cF8,['C']
C1,aflow:b357529998f72d4d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/f1,225.0,cF4,['C']
C2,aflow:b38afe959acec82b,https://aflowlib.duke.edu/01Apr2000/A3/A3.cif,https://aflowlib.duke.edu/01Apr2000/A3,194.0,hP2,['C']
C4,aflow:b46b18bfea405952,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_186176/C1_ICSD_186176.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_186176,214.0,cI8,['C']
C1,aflow:b4a7c643de4df3b1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/58/58.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/58,229.0,cI2,['C']
C2,aflow:b438e1a25f9c187d,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_28857/C1_ICSD_28857.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_28857,227.0,cF8,['C']
C1,aflow:b502a8912abb7b73,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/303,139.0,tI2,['C']
C2,aflow:b59308ff0e07389e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/117,194.0,hP2,['C']
C2,aflow:b51ac80d5fc847c2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/117,194.0,hP2,['C']
C2,aflow:b72c3c3d87b201d6,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/h1,194.0,hP2,['C']
C2,aflow:b87a68853afed4ce,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTl_d/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTl_d/301,227.0,cF8,['C']
C1,aflow:b8690f527e6484b5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/2,225.0,cF4,['C']
C1,aflow:b85b8c43c298c735,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/59,229.0,cI2,['C']
C2,aflow:b812a73215791e79,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/305,227.0,cF8,['C']
C2,aflow:b875f0f9a6d54758,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/h1,194.0,hP2,['C']
C1,aflow:b8c511928892eda7,https://aflowlib.duke.edu/31May2000/A1/A1.cif,https://aflowlib.duke.edu/31May2000/A1,225.0,cF4,['C']
C4,aflow:b9f69a3a02ed4b6f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/317,67.0,oS4,['C']
C1,aflow:bacbc2d731ea4f37,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/f1,225.0,cF4,['C']
C1,aflow:ba308ebb9055af48,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/f2/f2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/f2,225.0,cF4,['C']
C4,aflow:bab1e2942045552f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/317,67.0,oS4,['C']
C3,aflow:bad1befb185cbc7b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/324/324.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/324,191.0,hP1,['C']
C1,aflow:bb36b42d94da0407,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/59,229.0,cI2,['C']
C1,aflow:bb03bbecec649960,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/f1,225.0,cF4,['C']
C1,aflow:bcafda16974c86f7,https://aflowlib.duke.edu/18Jul2000/A1/A1.cif,https://aflowlib.duke.edu/18Jul2000/A1,225.0,cF4,['C']
C4,aflow:bc995fc4dd918cd6,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_187641/C1_ICSD_187641.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_187641,214.0,cI8,['C']
C2,aflow:bc7ee1ad1c4956f7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/h3/h3.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/h3,194.0,hP2,['C']
C1,aflow:bd69c2d72b433e66,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/59,229.0,cI2,['C']
C2,aflow:bd6e0463ec963d69,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_44101/C1_ICSD_44101.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_44101,227.0,cF8,['C']
C2,aflow:bde0da33055ef5c8,https://aflowlib.duke.edu/08Apr2002/A4/A4.cif,https://aflowlib.duke.edu/08Apr2002/A4,227.0,cF8,['C']
C4,aflow:bd3976fff8cd2f2d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/317,67.0,oS4,['C']
C12,aflow:bd79f9fa8154aa95,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66467/C1_ICSD_66467.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66467,194.0,hP12,['C']
C8,aflow:bdc82cca41c811c6,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORCC/C1_ICSD_186577/C1_ICSD_186577.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORCC/C1_ICSD_186577,65.0,oS16,['C']
C2,aflow:be19000f5cc2f1fc,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/305,227.0,cF8,['C']
C1,aflow:bf2a570b88bc5f1c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/f1,225.0,cF4,['C']
C2,aflow:bf2e47f8f569c111,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/h3/h3.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/h3,194.0,hP2,['C']
C1,aflow:bfbc42c25a17325a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/59,229.0,cI2,['C']
C2,aflow:bf4e5a08d2e2d78f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/301,227.0,cF8,['C']
C2,aflow:c0a4c98111e87a44,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/305,227.0,cF8,['C']
C1,aflow:c128f7f97018993d,https://aflowlib.duke.edu/04May1998/A1/A1.cif,https://aflowlib.duke.edu/04May1998/A1,225.0,cF4,['C']
C1,aflow:c1a0c8a191583aad,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/b2/b2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/b2,229.0,cI2,['C']
C2,aflow:c1b48ea9a7feb2b5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/305,227.0,cF8,['C']
C1,aflow:c108dd2250dd8cdf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRe_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRe_pv/b1,229.0,cI2,['C']
C3,aflow:c2ec44c1421b91ad,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/323,191.0,hP1,['C']
C1,aflow:c2f02acd69abf4c4,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/58/58.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/58,229.0,cI2,['C']
C2,aflow:c284c39359ba16d9,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/302/302.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/302,227.0,cF8,['C']
C2,aflow:c38f48bfcfc14794,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_76766/C1_ICSD_76766.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_76766,227.0,cF8,['C']
C2,aflow:c3bb5dcf721f273c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/h3/h3.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/h3,194.0,hP2,['C']
C2,aflow:c3504fdce4733545,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/306,227.0,cF8,['C']
C8,aflow:c42dc8ec018245e5,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66466/C1_ICSD_66466.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66466,194.0,hP8,['C']
C1,aflow:c48d7bfa723fd613,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/b1,229.0,cI2,['C']
C8,aflow:c5e3dfd46917c100,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORCC/C1_ICSD_88812/C1_ICSD_88812.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORCC/C1_ICSD_88812,65.0,oS16,['C']
C3,aflow:c5820fd365a781fe,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/323,191.0,hP1,['C']
C2,aflow:c51a6647359c60c5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/h1,194.0,hP2,['C']
C1,aflow:c645826bdbc03bbd,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/58/58.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/58,229.0,cI2,['C']
C3,aflow:c6a58f7706d0f255,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/323,191.0,hP1,['C']
C4,aflow:c600b734ed17aed3,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/318/318.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/318,67.0,oS4,['C']
C2,aflow:c67cda90e2efac29,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/h1,194.0,hP2,['C']
C2,aflow:c7a1a5e72341f49c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/115/115.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/115,194.0,hP2,['C']
C8,aflow:c70856295ebc3844,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_88821/C1_ICSD_88821.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_88821,206.0,cI16,['C']
C1,aflow:c83a927302127796,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/303,139.0,tI2,['C']
C1,aflow:c8d8495ee4b3c5af,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/2,225.0,cF4,['C']
C2,aflow:c997d28bc1da28ce,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIn_d/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIn_d/117,194.0,hP2,['C']
C16,aflow:c9d6a8b917d502f0,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66468/C1_ICSD_66468.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66468,194.0,hP16,['C']
C8,aflow:c969067f8a3bbde9,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_88818/C1_ICSD_88818.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_88818,206.0,cI16,['C']
C2,aflow:c9cb745b93adc361,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCa_sv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCa_sv/h1,194.0,hP2,['C']
C4,aflow:c95da46c9fab25b4,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/317,67.0,oS4,['C']
C1,aflow:c961b6819ac66f38,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMn_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMn_pv/f1,225.0,cF4,['C']
C1,aflow:caa1c9e9ba2be450,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/303,139.0,tI2,['C']
C2,aflow:ca9bb1a060c2ef31,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/h1,194.0,hP2,['C']
C4,aflow:ca8421cd8e434cb1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/317,67.0,oS4,['C']
C1,aflow:cac79d6dccf4942e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/f1,225.0,cF4,['C']
C1,aflow:cafe7ca3d8b421ba,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/303,139.0,tI2,['C']
C1,aflow:cb0fc27c1164e3a4,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/b1,229.0,cI2,['C']
C2,aflow:cb5e3a6330502c7b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/305,227.0,cF8,['C']
C2,aflow:cbe1892edc06fe54,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/A7.B/A7.B.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/A7.B,227.0,cF8,['C']
C1,aflow:cba30634232f2cec,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/2,225.0,cF4,['C']
C2,aflow:cbbf7cbe789c8496,https://aflowlib.duke.edu/05Jan2001/A4/A4.cif,https://aflowlib.duke.edu/05Jan2001/A4,227.0,cF8,['C']
C1,aflow:cbeb3929f1c6bacd,https://aflowlib.duke.edu/17Apr2000/A1/A1.cif,https://aflowlib.duke.edu/17Apr2000/A1,225.0,cF4,['C']
C2,aflow:cce34519ffc88077,https://aflowlib.duke.edu/06Sep2000/A3/A3.cif,https://aflowlib.duke.edu/06Sep2000/A3,194.0,hP2,['C']
C2,aflow:cc5190f739293256,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/A7.A,227.0,cF8,['C']
C1,aflow:cdca55813b231ff5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCs_sv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCs_sv/2,225.0,cF4,['C']
C1,aflow:cd5a8525dcd2e5c2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/b1,229.0,cI2,['C']
C1,aflow:cd3c5137887df26e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/1/1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/1,225.0,cF4,['C']
C2,aflow:cd82b3b77c7d460f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/h1,194.0,hP2,['C']
C4,aflow:cd484828202d8242,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/317,67.0,oS4,['C']
C2,aflow:cdada5c7f57809e6,https://aflowlib.duke.edu/08Oct1999/A4/A4.cif,https://aflowlib.duke.edu/08Oct1999/A4,227.0,cF8,['C']
C2,aflow:cd756c8a4f93abb7,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_67787/C1_ICSD_67787.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_67787,227.0,cF8,['C']
C2,aflow:ce58d76522f8cd58,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/A7.A,227.0,cF8,['C']
C4,aflow:ceba992ba4a72e21,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/317,67.0,oS4,['C']
C2,aflow:cf2dccc4e61133d1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/302/302.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/302,227.0,cF8,['C']
C1,aflow:cf3cf34fed5ae2a6,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/59,229.0,cI2,['C']
C1,aflow:cfa5b5cacefe62f2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/59,229.0,cI2,['C']
C2,aflow:cfb4cba6ef2cefa8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/305,227.0,cF8,['C']
C1,aflow:cfb44f513cd5be39,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGa_h/303,139.0,tI2,['C']
C2,aflow:cf22b4c76f900c70,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/305,227.0,cF8,['C']
C4,aflow:d03d1f7bb1cc20a0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CV_sv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CV_sv/317,67.0,oS4,['C']
C4,aflow:d1a0a21337086a16,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/317,67.0,oS4,['C']
C1,aflow:d16456bd2f9a0042,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/59,229.0,cI2,['C']
C1,aflow:d141213992669378,https://aflowlib.duke.edu/17Apr2000/A2/A2.cif,https://aflowlib.duke.edu/17Apr2000/A2,229.0,cI2,['C']
C2,aflow:d2d45db5894e48fe,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/117,194.0,hP2,['C']
C1,aflow:d261838162806381,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/59,229.0,cI2,['C']
C10,aflow:d2edfab62358c7f5,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/C1_ICSD_66469/C1_ICSD_66469.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/C1_ICSD_66469,166.0,hR10,['C']
C1,aflow:d2a423057100cca7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/304/304.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/304,139.0,tI2,['C']
C1,aflow:d2527c394c2d485a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/b1,229.0,cI2,['C']
C2,aflow:d34b116b1ffa215a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/A7.B/A7.B.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/A7.B,227.0,cF8,['C']
C2,aflow:d3a2390e5773c877,https://aflowlib.duke.edu/17Apr2000/A4/A4.cif,https://aflowlib.duke.edu/17Apr2000/A4,227.0,cF8,['C']
C2,aflow:d3dc39885b8ec18d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/305,227.0,cF8,['C']
C1,aflow:d34f57dde6d6ecde,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/2,225.0,cF4,['C']
C1,aflow:d3a875217e9a67be,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/59,229.0,cI2,['C']
C4,aflow:d5f8571cc3a2989d,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_31170/C1_ICSD_31170.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_31170,194.0,hP4,['C']
C1,aflow:d5011541c8980a34,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/f1,225.0,cF4,['C']
C3,aflow:d5ec58bb5c21cc37,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/324/324.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/324,191.0,hP1,['C']
C1,aflow:d5fd3ec3c565fd14,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/303,139.0,tI2,['C']
C1,aflow:d68e59a85f4c23bf,https://aflowlib.duke.edu/08Oct1999/0/0.cif,https://aflowlib.duke.edu/08Oct1999/0,,,['C']
C1,aflow:d6d0aa942e7f6bcf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/f2/f2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/f2,225.0,cF4,['C']
